CUSTOMER_ID,SERVICE_TYPE,ARRIVAL_TIME
78,DEPOSIT,2015-06-01 10:01:36.811
79,WITHDRAW,2015-06-01 10:02:24.811
80,ATM,2015-06-01 10:03:12.811
81,CHECK,2015-06-01 10:04:00.811
82,WIRE,2015-06-01 10:04:48.811
83,TRANSFER,2015-06-01 10:05:36.811
84,CHECK,2015-06-01 10:06:24.811
85,CHECK,2015-06-01 10:07:12.811
86,BALANCE,2015-06-01 10:08:00.811
87,CHECK,2015-06-01 10:08:48.811
88,WITHDRAW,2015-06-01 10:09:36.811
89,ATM,2015-06-01 10:10:24.811
90,ATM,2015-06-01 10:11:12.811
91,CHECK,2015-06-01 10:12:00.811
92,TRANSFER,2015-06-01 10:12:48.811
93,ATM,2015-06-01 10:13:36.811
94,ATM,2015-06-01 10:14:24.811
95,DEPOSIT,2015-06-01 10:15:12.811
96,BALANCE,2015-06-01 10:16:00.811
97,DEPOSIT,2015-06-01 10:16:48.811
98,TRANSFER,2015-06-01 10:17:36.811
99,BALANCE,2015-06-01 10:18:24.811
100,ATM,2015-06-01 10:19:12.811
101,TRANSFER,2015-06-01 10:20:00.811
102,WITHDRAW,2015-06-01 10:20:48.811
103,WITHDRAW,2015-06-01 10:21:36.811
104,WIRE,2015-06-01 10:22:24.811
105,OPEN,2015-06-01 10:23:12.811
106,WIRE,2015-06-01 10:24:00.811
107,CHECK,2015-06-01 10:24:48.811
108,OPEN,2015-06-01 10:25:36.811
109,OPEN,2015-06-01 10:26:24.811
110,CHECK,2015-06-01 10:27:12.811
111,BALANCE,2015-06-01 10:28:00.811
112,WITHDRAW,2015-06-01 10:28:48.811
113,CHECK,2015-06-01 10:29:36.811
114,OPEN,2015-06-01 10:30:24.811
115,DEPOSIT,2015-06-01 10:31:12.811
116,WIRE,2015-06-01 10:32:00.811
117,TRANSFER,2015-06-01 10:32:48.811
118,DEPOSIT,2015-06-01 10:33:36.811
119,WIRE,2015-06-01 10:34:24.811
120,BALANCE,2015-06-01 10:35:12.811
121,WIRE,2015-06-01 10:36:00.811
122,BALANCE,2015-06-01 10:36:48.811
123,OPEN,2015-06-01 10:37:36.811
124,BALANCE,2015-06-01 10:38:24.811
125,OPEN,2015-06-01 10:39:12.811
126,WITHDRAW,2015-06-01 10:40:00.811
127,DEPOSIT,2015-06-01 10:40:48.811
128,WITHDRAW,2015-06-01 10:41:36.811
129,BALANCE,2015-06-01 10:42:24.811
130,BALANCE,2015-06-01 10:43:12.811
131,TRANSFER,2015-06-01 10:44:00.811
132,WIRE,2015-06-01 10:44:48.811
133,OPEN,2015-06-01 10:45:36.811
134,ATM,2015-06-01 10:46:24.811
135,WIRE,2015-06-01 10:47:12.811
136,TRANSFER,2015-06-01 10:48:00.811
137,ATM,2015-06-01 10:48:48.811
138,TRANSFER,2015-06-01 10:49:36.811
139,WIRE,2015-06-01 10:50:24.811
140,BALANCE,2015-06-01 10:51:12.811
141,CHECK,2015-06-01 10:52:00.811
142,ATM,2015-06-01 10:52:48.811
143,ATM,2015-06-01 10:53:36.811
144,OPEN,2015-06-01 10:54:24.811
145,ATM,2015-06-01 10:55:12.811
146,WITHDRAW,2015-06-01 10:56:00.811
147,BALANCE,2015-06-01 10:56:48.811
148,BALANCE,2015-06-01 10:57:36.811
149,CHECK,2015-06-01 10:58:24.811
150,ATM,2015-06-01 10:59:12.811
151,DEPOSIT,2015-06-01 11:00:00.811
152,WIRE,2015-06-01 11:00:48.811
153,ATM,2015-06-01 11:01:36.811
154,OPEN,2015-06-01 11:02:24.811
155,WITHDRAW,2015-06-01 11:03:12.811
156,OPEN,2015-06-01 11:04:00.811
157,ATM,2015-06-01 11:04:48.811
158,DEPOSIT,2015-06-01 11:05:36.811
159,DEPOSIT,2015-06-01 11:06:24.811
160,OPEN,2015-06-01 11:07:12.811
161,TRANSFER,2015-06-01 11:08:00.811
162,WITHDRAW,2015-06-01 11:08:48.811
163,CHECK,2015-06-01 11:09:36.811
164,ATM,2015-06-01 11:10:24.811
165,WITHDRAW,2015-06-01 11:11:12.811
166,WIRE,2015-06-01 11:12:00.811
167,ATM,2015-06-01 11:12:48.811
168,OPEN,2015-06-01 11:13:36.811
169,ATM,2015-06-01 11:14:24.811
170,TRANSFER,2015-06-01 11:15:12.811
171,CHECK,2015-06-01 11:16:00.811
172,ATM,2015-06-01 11:16:48.811
173,ATM,2015-06-01 11:17:36.811
174,WIRE,2015-06-01 11:18:24.811
175,ATM,2015-06-01 11:19:12.811
176,OPEN,2015-06-01 11:20:00.811
177,OPEN,2015-06-01 11:20:48.811
178,DEPOSIT,2015-06-01 11:21:36.811
179,BALANCE,2015-06-01 11:22:24.811
180,WITHDRAW,2015-06-01 11:23:12.811
181,OPEN,2015-06-01 11:24:00.811
182,BALANCE,2015-06-01 11:24:48.811
183,CHECK,2015-06-01 11:25:36.811
184,ATM,2015-06-01 11:26:24.811
185,CHECK,2015-06-01 11:27:12.811
186,OPEN,2015-06-01 11:28:00.811
187,OPEN,2015-06-01 11:28:48.811
188,DEPOSIT,2015-06-01 11:29:36.811
189,ATM,2015-06-01 11:30:24.811
190,OPEN,2015-06-01 11:31:12.811
191,DEPOSIT,2015-06-01 11:32:00.811
192,BALANCE,2015-06-01 11:32:48.811
193,DEPOSIT,2015-06-01 11:33:36.811
194,ATM,2015-06-01 11:34:24.811
195,BALANCE,2015-06-01 11:35:12.811
196,WITHDRAW,2015-06-01 11:36:00.811
197,ATM,2015-06-01 11:36:48.811
198,CHECK,2015-06-01 11:37:36.811
199,TRANSFER,2015-06-01 11:38:24.811
200,ATM,2015-06-01 11:39:12.811
201,ATM,2015-06-01 11:40:00.811
202,WIRE,2015-06-01 11:40:48.811
203,ATM,2015-06-01 11:41:36.811
204,DEPOSIT,2015-06-01 11:42:24.811
205,WIRE,2015-06-01 11:43:12.811
206,WIRE,2015-06-01 11:44:00.811
207,WITHDRAW,2015-06-01 11:44:48.811
208,OPEN,2015-06-01 11:45:36.811
209,ATM,2015-06-01 11:46:24.811
210,TRANSFER,2015-06-01 11:47:12.811
211,WITHDRAW,2015-06-01 11:48:00.811
212,ATM,2015-06-01 11:48:48.811
213,OPEN,2015-06-01 11:49:36.811
214,WITHDRAW,2015-06-01 11:50:24.811
215,OPEN,2015-06-01 11:51:12.811
216,DEPOSIT,2015-06-01 11:52:00.811
217,DEPOSIT,2015-06-01 11:52:48.811
218,CHECK,2015-06-01 11:53:36.811
219,CHECK,2015-06-01 11:54:24.811
220,OPEN,2015-06-01 11:55:12.811
221,ATM,2015-06-01 11:56:00.811
222,OPEN,2015-06-01 11:56:48.811
223,WIRE,2015-06-01 11:57:36.811
224,DEPOSIT,2015-06-01 11:58:24.811
225,TRANSFER,2015-06-01 11:59:12.811
226,CHECK,2015-06-01 12:00:00.811
227,WITHDRAW,2015-06-01 12:00:48.811
228,TRANSFER,2015-06-01 12:01:36.811
229,OPEN,2015-06-01 12:02:24.811
230,WIRE,2015-06-01 12:03:12.811
231,WIRE,2015-06-01 12:04:00.811
232,BALANCE,2015-06-01 12:04:48.811
233,TRANSFER,2015-06-01 12:05:36.811
234,ATM,2015-06-01 12:06:24.811
235,CHECK,2015-06-01 12:07:12.811
236,DEPOSIT,2015-06-01 12:08:00.811
237,WITHDRAW,2015-06-01 12:08:48.811
238,TRANSFER,2015-06-01 12:09:36.811
239,ATM,2015-06-01 12:10:24.811
240,CHECK,2015-06-01 12:11:12.811
241,CHECK,2015-06-01 12:12:00.811
242,ATM,2015-06-01 12:12:48.811
243,OPEN,2015-06-01 12:13:36.811
244,WITHDRAW,2015-06-01 12:14:24.811
245,CHECK,2015-06-01 12:15:12.811
246,DEPOSIT,2015-06-01 12:16:00.811
247,ATM,2015-06-01 12:16:48.811
248,WITHDRAW,2015-06-01 12:17:36.811
249,WITHDRAW,2015-06-01 12:18:24.811
250,DEPOSIT,2015-06-01 12:19:12.811
251,WIRE,2015-06-01 12:20:00.811
252,DEPOSIT,2015-06-01 12:20:48.811
253,OPEN,2015-06-01 12:21:36.811
254,WITHDRAW,2015-06-01 12:22:24.811
255,ATM,2015-06-01 12:23:12.811
256,ATM,2015-06-01 12:24:00.811
257,DEPOSIT,2015-06-01 12:24:48.811
258,WITHDRAW,2015-06-01 12:25:36.811
259,TRANSFER,2015-06-01 12:26:24.811
260,DEPOSIT,2015-06-01 12:27:12.811
261,WIRE,2015-06-01 12:28:00.811
262,DEPOSIT,2015-06-01 12:28:48.811
263,OPEN,2015-06-01 12:29:36.811
264,BALANCE,2015-06-01 12:30:24.811
265,BALANCE,2015-06-01 12:31:12.811
266,WIRE,2015-06-01 12:32:00.811
267,WIRE,2015-06-01 12:32:48.811
268,CHECK,2015-06-01 12:33:36.811
269,ATM,2015-06-01 12:34:24.811
270,DEPOSIT,2015-06-01 12:35:12.811
271,ATM,2015-06-01 12:36:00.811
272,TRANSFER,2015-06-01 12:36:48.811
273,WITHDRAW,2015-06-01 12:37:36.811
274,BALANCE,2015-06-01 12:38:24.811
275,DEPOSIT,2015-06-01 12:39:12.811
276,BALANCE,2015-06-01 12:40:00.811
277,TRANSFER,2015-06-01 12:40:48.811
278,TRANSFER,2015-06-01 12:41:36.811
279,OPEN,2015-06-01 12:42:24.811
280,WIRE,2015-06-01 12:43:12.811
281,CHECK,2015-06-01 12:44:00.811
282,WIRE,2015-06-01 12:44:48.811
283,WITHDRAW,2015-06-01 12:45:36.811
284,WIRE,2015-06-01 12:46:24.811
285,TRANSFER,2015-06-01 12:47:12.811
286,DEPOSIT,2015-06-01 12:48:00.811
287,TRANSFER,2015-06-01 12:48:48.811
288,WIRE,2015-06-01 12:49:36.811
289,TRANSFER,2015-06-01 12:50:24.811
290,DEPOSIT,2015-06-01 12:51:12.811
291,WIRE,2015-06-01 12:52:00.811
292,CHECK,2015-06-01 12:52:48.811
293,WIRE,2015-06-01 12:53:36.811
294,BALANCE,2015-06-01 12:54:24.811
295,ATM,2015-06-01 12:55:12.811
296,OPEN,2015-06-01 12:56:00.811
297,WITHDRAW,2015-06-01 12:56:48.811
298,CHECK,2015-06-01 12:57:36.811
299,CHECK,2015-06-01 12:58:24.811
300,CHECK,2015-06-01 12:59:12.811
301,ATM,2015-06-01 13:00:00.811
302,BALANCE,2015-06-01 13:00:48.811
303,ATM,2015-06-01 13:01:36.811
304,CHECK,2015-06-01 13:02:24.811
305,OPEN,2015-06-01 13:03:12.811
306,WIRE,2015-06-01 13:04:00.811
307,CHECK,2015-06-01 13:04:48.811
308,WITHDRAW,2015-06-01 13:05:36.811
309,DEPOSIT,2015-06-01 13:06:24.811
310,WITHDRAW,2015-06-01 13:07:12.811
311,OPEN,2015-06-01 13:08:00.811
312,WITHDRAW,2015-06-01 13:08:48.811
313,BALANCE,2015-06-01 13:09:36.811
314,WIRE,2015-06-01 13:10:24.811
315,DEPOSIT,2015-06-01 13:11:12.811
316,ATM,2015-06-01 13:12:00.811
317,WIRE,2015-06-01 13:12:48.811
318,BALANCE,2015-06-01 13:13:36.811
319,WITHDRAW,2015-06-01 13:14:24.811
320,TRANSFER,2015-06-01 13:15:12.811
321,BALANCE,2015-06-01 13:16:00.811
322,BALANCE,2015-06-01 13:16:48.811
323,ATM,2015-06-01 13:17:36.811
324,DEPOSIT,2015-06-01 13:18:24.811
325,DEPOSIT,2015-06-01 13:19:12.811
326,BALANCE,2015-06-01 13:20:00.811
327,WIRE,2015-06-01 13:20:48.811
328,BALANCE,2015-06-01 13:21:36.811
329,WITHDRAW,2015-06-01 13:22:24.811
330,CHECK,2015-06-01 13:23:12.811
331,WITHDRAW,2015-06-01 13:24:00.811
332,WITHDRAW,2015-06-01 13:24:48.811
333,BALANCE,2015-06-01 13:25:36.811
334,WITHDRAW,2015-06-01 13:26:24.811
335,DEPOSIT,2015-06-01 13:27:12.811
336,WITHDRAW,2015-06-01 13:28:00.811
337,BALANCE,2015-06-01 13:28:48.811
338,ATM,2015-06-01 13:29:36.811
339,WITHDRAW,2015-06-01 13:30:24.811
340,OPEN,2015-06-01 13:31:12.811
341,CHECK,2015-06-01 13:32:00.811
342,CHECK,2015-06-01 13:32:48.811
343,OPEN,2015-06-01 13:33:36.811
344,TRANSFER,2015-06-01 13:34:24.811
345,ATM,2015-06-01 13:35:12.811
346,CHECK,2015-06-01 13:36:00.811
347,TRANSFER,2015-06-01 13:36:48.811
348,WITHDRAW,2015-06-01 13:37:36.811
349,BALANCE,2015-06-01 13:38:24.811
350,TRANSFER,2015-06-01 13:39:12.811
351,BALANCE,2015-06-01 13:40:00.811
352,BALANCE,2015-06-01 13:40:48.811
353,DEPOSIT,2015-06-01 13:41:36.811
354,WITHDRAW,2015-06-01 13:42:24.811
355,DEPOSIT,2015-06-01 13:43:12.811
356,CHECK,2015-06-01 13:44:00.811
357,DEPOSIT,2015-06-01 13:44:48.811
358,CHECK,2015-06-01 13:45:36.811
359,OPEN,2015-06-01 13:46:24.811
360,TRANSFER,2015-06-01 13:47:12.811
361,WITHDRAW,2015-06-01 13:48:00.811
362,BALANCE,2015-06-01 13:48:48.811
363,TRANSFER,2015-06-01 13:49:36.811
364,CHECK,2015-06-01 13:50:24.811
365,CHECK,2015-06-01 13:51:12.811
366,OPEN,2015-06-01 13:52:00.811
367,WITHDRAW,2015-06-01 13:52:48.811
368,TRANSFER,2015-06-01 13:53:36.811
369,DEPOSIT,2015-06-01 13:54:24.811
370,DEPOSIT,2015-06-01 13:55:12.811
371,WIRE,2015-06-01 13:56:00.811
372,WIRE,2015-06-01 13:56:48.811
373,TRANSFER,2015-06-01 13:57:36.811
374,CHECK,2015-06-01 13:58:24.811
375,WIRE,2015-06-01 13:59:12.811
376,ATM,2015-06-01 14:00:00.811
377,WITHDRAW,2015-06-01 14:00:48.811
378,OPEN,2015-06-01 14:01:36.811
379,ATM,2015-06-01 14:02:24.811
380,WIRE,2015-06-01 14:03:12.811
381,ATM,2015-06-01 14:04:00.811
382,DEPOSIT,2015-06-01 14:04:48.811
383,CHECK,2015-06-01 14:05:36.811
384,BALANCE,2015-06-01 14:06:24.811
385,WITHDRAW,2015-06-01 14:07:12.811
386,ATM,2015-06-01 14:08:00.811
387,TRANSFER,2015-06-01 14:08:48.811
388,WIRE,2015-06-01 14:09:36.811
389,TRANSFER,2015-06-01 14:10:24.811
390,CHECK,2015-06-01 14:11:12.811
391,WIRE,2015-06-01 14:12:00.811
392,WITHDRAW,2015-06-01 14:12:48.811
393,TRANSFER,2015-06-01 14:13:36.811
394,WITHDRAW,2015-06-01 14:14:24.811
395,TRANSFER,2015-06-01 14:15:12.811
396,WIRE,2015-06-01 14:16:00.811
397,BALANCE,2015-06-01 14:16:48.811
398,ATM,2015-06-01 14:17:36.811
399,WITHDRAW,2015-06-01 14:18:24.811
400,BALANCE,2015-06-01 14:19:12.811
401,DEPOSIT,2015-06-01 14:20:00.811
402,DEPOSIT,2015-06-01 14:20:48.811
403,WITHDRAW,2015-06-01 14:21:36.811
404,DEPOSIT,2015-06-01 14:22:24.811
405,CHECK,2015-06-01 14:23:12.811
406,CHECK,2015-06-01 14:24:00.811
407,WIRE,2015-06-01 14:24:48.811
408,TRANSFER,2015-06-01 14:25:36.811
409,ATM,2015-06-01 14:26:24.811
410,WIRE,2015-06-01 14:27:12.811
411,BALANCE,2015-06-01 14:28:00.811
412,WITHDRAW,2015-06-01 14:28:48.811
413,BALANCE,2015-06-01 14:29:36.811
414,CHECK,2015-06-01 14:30:24.811
415,OPEN,2015-06-01 14:31:12.811
416,BALANCE,2015-06-01 14:32:00.811
417,WITHDRAW,2015-06-01 14:32:48.811
418,DEPOSIT,2015-06-01 14:33:36.811
419,ATM,2015-06-01 14:34:24.811
420,TRANSFER,2015-06-01 14:35:12.811
421,WITHDRAW,2015-06-01 14:36:00.811
422,WITHDRAW,2015-06-01 14:36:48.811
423,ATM,2015-06-01 14:37:36.811
424,TRANSFER,2015-06-01 14:38:24.811
425,OPEN,2015-06-01 14:39:12.811
426,OPEN,2015-06-01 14:40:00.811
427,DEPOSIT,2015-06-01 14:40:48.811
428,WIRE,2015-06-01 14:41:36.811
429,TRANSFER,2015-06-01 14:42:24.811
430,CHECK,2015-06-01 14:43:12.811
431,WIRE,2015-06-01 14:44:00.811
432,BALANCE,2015-06-01 14:44:48.811
433,TRANSFER,2015-06-01 14:45:36.811
434,CHECK,2015-06-01 14:46:24.811
435,TRANSFER,2015-06-01 14:47:12.811
436,TRANSFER,2015-06-01 14:48:00.811
437,OPEN,2015-06-01 14:48:48.811
438,WITHDRAW,2015-06-01 14:49:36.811
439,BALANCE,2015-06-01 14:50:24.811
440,CHECK,2015-06-01 14:51:12.811
441,OPEN,2015-06-01 14:52:00.811
442,DEPOSIT,2015-06-01 14:52:48.811
443,DEPOSIT,2015-06-01 14:53:36.811
444,BALANCE,2015-06-01 14:54:24.811
445,OPEN,2015-06-01 14:55:12.811
446,TRANSFER,2015-06-01 14:56:00.811
447,WITHDRAW,2015-06-01 14:56:48.811
448,WITHDRAW,2015-06-01 14:57:36.811
449,ATM,2015-06-01 14:58:24.811
450,ATM,2015-06-01 14:59:12.811
451,CHECK,2015-06-01 15:00:00.811
452,CHECK,2015-06-01 15:00:48.811
453,BALANCE,2015-06-01 15:01:36.811
454,ATM,2015-06-01 15:02:24.811
455,OPEN,2015-06-01 15:03:12.811
456,WIRE,2015-06-01 15:04:00.811
457,BALANCE,2015-06-01 15:04:48.811
458,DEPOSIT,2015-06-01 15:05:36.811
459,ATM,2015-06-01 15:06:24.811
460,TRANSFER,2015-06-01 15:07:12.811
461,CHECK,2015-06-01 15:08:00.811
462,WITHDRAW,2015-06-01 15:08:48.811
463,BALANCE,2015-06-01 15:09:36.811
464,WIRE,2015-06-01 15:10:24.811
465,WIRE,2015-06-01 15:11:12.811
466,BALANCE,2015-06-01 15:12:00.811
467,OPEN,2015-06-01 15:12:48.811
468,WIRE,2015-06-01 15:13:36.811
469,DEPOSIT,2015-06-01 15:14:24.811
470,BALANCE,2015-06-01 15:15:12.811
471,TRANSFER,2015-06-01 15:16:00.811
472,OPEN,2015-06-01 15:16:48.811
473,WITHDRAW,2015-06-01 15:17:36.811
474,DEPOSIT,2015-06-01 15:18:24.811
475,TRANSFER,2015-06-01 15:19:12.811
476,DEPOSIT,2015-06-01 15:20:00.811
477,TRANSFER,2015-06-01 15:20:48.811
478,WIRE,2015-06-01 15:21:36.811
479,DEPOSIT,2015-06-01 15:22:24.811
480,DEPOSIT,2015-06-01 15:23:12.811
481,CHECK,2015-06-01 15:24:00.811
482,WITHDRAW,2015-06-01 15:24:48.811
483,WIRE,2015-06-01 15:25:36.811
484,ATM,2015-06-01 15:26:24.811
485,BALANCE,2015-06-01 15:27:12.811
486,DEPOSIT,2015-06-01 15:28:00.811
487,CHECK,2015-06-01 15:28:48.811
488,WITHDRAW,2015-06-01 15:29:36.811
489,ATM,2015-06-01 15:30:24.811
490,BALANCE,2015-06-01 15:31:12.811
491,OPEN,2015-06-01 15:32:00.811
492,TRANSFER,2015-06-01 15:32:48.811
493,OPEN,2015-06-01 15:33:36.811
494,ATM,2015-06-01 15:34:24.811
495,DEPOSIT,2015-06-01 15:35:12.811
496,WITHDRAW,2015-06-01 15:36:00.811
497,WITHDRAW,2015-06-01 15:36:48.811
498,DEPOSIT,2015-06-01 15:37:36.811
499,CHECK,2015-06-01 15:38:24.811
500,OPEN,2015-06-01 15:39:12.811
501,DEPOSIT,2015-06-01 15:40:00.811
502,BALANCE,2015-06-01 15:40:48.811
503,TRANSFER,2015-06-01 15:41:36.811
504,WIRE,2015-06-01 15:42:24.811
505,TRANSFER,2015-06-01 15:43:12.811
506,WIRE,2015-06-01 15:44:00.811
507,BALANCE,2015-06-01 15:44:48.811
508,BALANCE,2015-06-01 15:45:36.811
509,ATM,2015-06-01 15:46:24.811
510,DEPOSIT,2015-06-01 15:47:12.811
511,DEPOSIT,2015-06-01 15:48:00.811
512,BALANCE,2015-06-01 15:48:48.811
513,DEPOSIT,2015-06-01 15:49:36.811
514,ATM,2015-06-01 15:50:24.811
515,DEPOSIT,2015-06-01 15:51:12.811
516,TRANSFER,2015-06-01 15:52:00.811
517,TRANSFER,2015-06-01 15:52:48.811
518,WIRE,2015-06-01 15:53:36.811
519,ATM,2015-06-01 15:54:24.811
520,WITHDRAW,2015-06-01 15:55:12.811
521,CHECK,2015-06-01 15:56:00.811
522,DEPOSIT,2015-06-01 15:56:48.811
523,DEPOSIT,2015-06-01 15:57:36.811
524,CHECK,2015-06-01 15:58:24.811
525,OPEN,2015-06-01 15:59:12.811
526,OPEN,2015-06-01 16:00:00.811
527,CHECK,2015-06-01 16:00:48.811
528,CHECK,2015-06-01 16:01:36.811
529,DEPOSIT,2015-06-01 16:02:24.811
530,TRANSFER,2015-06-01 16:03:12.811
531,TRANSFER,2015-06-01 16:04:00.811
532,TRANSFER,2015-06-01 16:04:48.811
533,WIRE,2015-06-01 16:05:36.811
534,DEPOSIT,2015-06-01 16:06:24.811
535,WITHDRAW,2015-06-01 16:07:12.811
536,CHECK,2015-06-01 16:08:00.811
537,BALANCE,2015-06-01 16:08:48.811
538,WITHDRAW,2015-06-01 16:09:36.811
539,TRANSFER,2015-06-01 16:10:24.811
540,WIRE,2015-06-01 16:11:12.811
541,WIRE,2015-06-01 16:12:00.811
542,WIRE,2015-06-01 16:12:48.811
543,DEPOSIT,2015-06-01 16:13:36.811
544,DEPOSIT,2015-06-01 16:14:24.811
545,WITHDRAW,2015-06-01 16:15:12.811
546,WITHDRAW,2015-06-01 16:16:00.811
547,OPEN,2015-06-01 16:16:48.811
548,WIRE,2015-06-01 16:17:36.811
549,TRANSFER,2015-06-01 16:18:24.811
550,WIRE,2015-06-01 16:19:12.811
551,DEPOSIT,2015-06-01 16:20:00.811
552,DEPOSIT,2015-06-01 16:20:48.811
553,WITHDRAW,2015-06-01 16:21:36.811
554,WIRE,2015-06-01 16:22:24.811
555,WITHDRAW,2015-06-01 16:23:12.811
556,ATM,2015-06-01 16:24:00.811
557,CHECK,2015-06-01 16:24:48.811
558,CHECK,2015-06-01 16:25:36.811
559,CHECK,2015-06-01 16:26:24.811
560,WIRE,2015-06-01 16:27:12.811
561,WIRE,2015-06-01 16:28:00.811
562,TRANSFER,2015-06-01 16:28:48.811
563,TRANSFER,2015-06-01 16:29:36.811
564,OPEN,2015-06-01 16:30:24.811
565,OPEN,2015-06-01 16:31:12.811
566,BALANCE,2015-06-01 16:32:00.811
567,CHECK,2015-06-01 16:32:48.811
568,OPEN,2015-06-01 16:33:36.811
569,TRANSFER,2015-06-01 16:34:24.811
570,OPEN,2015-06-01 16:35:12.811
571,ATM,2015-06-01 16:36:00.811
572,OPEN,2015-06-01 16:36:48.811
573,WITHDRAW,2015-06-01 16:37:36.811
574,ATM,2015-06-01 16:38:24.811
575,ATM,2015-06-01 16:39:12.811
576,CHECK,2015-06-01 16:40:00.811
577,TRANSFER,2015-06-01 16:40:48.811
578,WIRE,2015-06-01 16:41:36.811
579,DEPOSIT,2015-06-01 16:42:24.811
580,BALANCE,2015-06-01 16:43:12.811
581,WITHDRAW,2015-06-01 16:44:00.811
582,OPEN,2015-06-01 16:44:48.811
583,DEPOSIT,2015-06-01 16:45:36.811
584,TRANSFER,2015-06-01 16:46:24.811
585,WITHDRAW,2015-06-01 16:47:12.811
586,CHECK,2015-06-01 16:48:00.811
587,CHECK,2015-06-01 16:48:48.811
588,ATM,2015-06-01 16:49:36.811
589,CHECK,2015-06-01 16:50:24.811
590,CHECK,2015-06-01 16:51:12.811
591,OPEN,2015-06-01 16:52:00.811
592,DEPOSIT,2015-06-01 16:52:48.811
593,DEPOSIT,2015-06-01 16:53:36.811
594,OPEN,2015-06-01 16:54:24.811
595,DEPOSIT,2015-06-01 16:55:12.811
596,OPEN,2015-06-01 16:56:00.811
597,WIRE,2015-06-01 16:56:48.811
598,CHECK,2015-06-01 16:57:36.811
599,ATM,2015-06-01 16:58:24.811
600,DEPOSIT,2015-06-01 16:59:12.811
